30000	Is it physically possible to travel back in time ?
30001	What are the benefits of importing wooden flooring from China to India ?
30002	How do I import wooden flooring from China to India ?
30003	Why do I get a brown discharge before my menstrual cycle ?
30004	Why do I have brown discharge instead of a period ?
30005	What would the world be like after world war 3 ?
30006	What do the color and form of the Olympic Rings represent ?
30007	Is Texas racist ?
30008	Is Canada secretly racist ?
30009	How do I learn Portuguese ?
30010	How can I learn the European Portuguese ?
30011	Can you search for a certain person on Tinder ?
30012	Do Tinder messages expire ?
30013	Why is the ratio of upvotes against views very less on Quora ?
30014	What is the average upvote per view ratio on Quora ?
30015	Will pokemon go launch in india ?
30016	I am in love with a girl how to say ?
30017	How do I start Tissue paper manufacturing business in Delhi ? And is it viable to start with future prospective ?
30018	How do you motivate yourself to work hard ?
30019	How can I motivate myself ?
30020	What has modi done till now ??
30021	Do you think Nikola Tesla is overrated ?
30022	Is Nikola Tesla overrated ?
30023	If you see yourself as an objective , knowledgeable observer of the Israeli-Palestinian conflict , what is the absolute bottom line in your opinion ?
30024	What is Uniform Civil Code ? Why is it so necessary to implement in a country like India ?
30025	What will be the adverse impact of uniform civil code on Hindu customery laws if it is implemented in India ?
30026	What are the benefits and rules of a tortoise ring in silver ?
30027	What are the rules regarding the proper way to wear an engagement ring ?
30028	What are the mistakes made by JEE aspirants in previous years ?
30029	What are some of the best certification for finance after graduation ?
30030	Which are the best certification programs for finance professionals ?
30031	How companies like Paytm and freecharge give cashback to customers or make profit . Need specific answer , as I'm layman to marketing benefits ?
30032	How can I check which system test case failed for someone's code after competition on TopCoder ?
30033	What do you do when your code is not accepted but you don't find a test case that makes it fail ?
30034	Is consumption based GST good for Indian economy ?
30035	Who provide the best carpet cleaning services in New York ?
30036	What is a good carpet cleaning and repair service in New York City ?
30037	Do people really contact spirits through the use of a ouija board ?
30038	Has anyone really tried ouija board and have experience of talking to spirits through it ?
30039	Why do some old computer games run very fast on new , powerful computers ?
30040	What is one key criteria or computer part that makes a computer fast for gaming ?
30041	Should I be worried about my digital footprint ?
30042	How much should we worry about our digital footprint ?
30043	Why is the USA better than Canada ?
30044	Is Canada better than the USA ?
30045	What is the best site to watch free movies online ?
30046	Are there any ways to watch movies for free ?
30047	How do I learn angularjs by project ?
30048	Why do I have to learn AngularJS ?
30049	Why did you join ISIS ?
30050	Why would someone like to join ISIS ?
30051	How do I setup an outlook rule that ignores group members ?
30052	How do I delete sms in a group chat ? So that no member can see that
30053	How can anyone increase height ?
30054	What is the best music video by Madonna ?
30055	How do I start a courier service deal with Amazon , Flipkart , Snapdeal and Blue Dart , in my area - Chennai , India ?
30056	What are the effects of meditation ?
30057	What are the noticeable effects of meditation ?
30058	`` Why are'' `` bots'''' touted as the next big thing in 2016 ?''
30059	Are chat bots really the next big thing ?
30060	Why does the ionosphere reflect radio waves ?
30061	How or why do radio waves reflect the ionosphere ?
30062	What are the best sites for college students to earn money online ?
30063	Which is the best site for earning money online as a student ?
30064	What do you do on weekends ?
30065	What do you do during weekends ?
30066	Can you review my blog and suggest edits ?
30067	What is the method to force voLTE in Micromax mega 4G ?
30068	What would have happened if in 1971 war all 93000 Pakistani POW had been killed by Indian army ?
30069	What difference it would make if India Nuked and Killed all Pakistanis ?
30070	How did apollo astronauts urinated/defecated on moon ?
30071	What do astronauts do if they have to make a poo while walking on the moon ?
30072	28-28 = 24-14 = 22-20 = answer the next sequence by logic ?
30073	What will be the next no . in following sequence : -26 , -28 , -13 , -23 , -26 , -11 , -21 , -24 ?
30074	How do I get bigger ?
30075	How do I get bigger overall ?
30076	How do I bake a cake ?
30077	How do I bake an oreo cake ?
30078	When will the Redmi Note 4 be launched in India ?
30079	When will redmi note 4 launched in India ?
30080	If people coming to you all want sth , need you spend extra time to build friendships when you're down ?
30081	When a guy tries to lock eyes with you all the time , how do you know if he just wants a reaction for his own ego , thinks you're hot , or wants a relationship ?
30082	What is the reason behind discontinuation of 500 and 1000 notes ?
30083	What is the reason behind Narendra Modi's move to ban 500 and 1,000 Indian rupee notes ?
30084	I am buying a surface pro 4 . What is better the m3 processor or i5 ? I am not a gamer if that makes a difference .
30085	Why did Microsoft choose core m3 and not core i3 for Surface Pro 4 ?
30086	What is the maximum number of exchanges involving any particular element during selection sort and why ?
30087	What is the maximum number of exchanges involving any particular element during selection sort ?
30088	Why is [math] | x | [/ math] is not differentiable at [math] x = 0 [/ math] ?
30089	Is | x | ^ 3 differentiable at x = 0 ?
30090	What are the best coffee shops in London and what makes them great ?
30091	How should I take showers after workouts ?
30092	What is the best abdominal muscle workout ?
30093	How can I make a healthy home made pizza ?
30094	How can I make healthy pizza ? Is there any recipe for it ?
30095	Can alcohol stimulate height growth ?
30096	Do you have any idea for height growth ?
30097	How can I install Windows 10 on my laptop and I'm using Linux now ?
30098	How can I install Windows 10 on my laptop with Linux pre installed ?
30099	How long should you wait after drinking (alcohol) before taking painkillers ?
30100	Is it safe to drink alcohol after taking Tylenol ?
30101	What is it like being a doctor ?
30102	What's it like being a doctor ?
30103	What is difference between RS232 and MAX232 ?
30104	What is the full form of CBM ?
30105	Which food is the best to gain weight ?
30106	What food should I eat to gain weight ?
30107	As petroleum engineer , how much are you earning in oil and gas industry ?
30108	With a budget of 1 lakh INR , which bike should I buy ?
30109	How do I recover a deleted email on Gmail ?
30110	Why is it so insanely difficult to find decent , reasonably attractive women to marry these days ?
30111	What kind of women are decent , smart men (not superficial or shallow) attracted to ?
30112	Life is what you make it ?
30113	Where are the Secularising/ers' organizing branches of minorities within the country ?
30114	Where are the Secularising/ers' organizing branches of transgender within the country ?
30115	What should I do to get an entry in the Google Summer of Code contest ?
30116	What are the top MBA colleges in the world ?
30117	What are the top MBA colleges in India ?
30118	How To know if you are with the right partner ?
30119	Is it bad to take Plan B , the morning after pill , multiple times ?
30120	For how much time I have to take pills for ulcerative colitis ?
30121	Instant Call ! | ! ^ 1800 : :251 : :4919 ^ ! | ! Avast Antivirus Tech Support Customer care Service Phone Number ?
30122	Instant Talk@^! ^ 180.0@*2.51@*4.919 #Get Avast Antivirus Tech Support Phone number ?
30123	Which headphone is the best , among Sennheiser CX 180 In-Ear-Canalphone , Soundmagic ES18 , Creative EP-630 earphone in-the-ear headphone , or Skullcandy S2DUDZ-072 headphones ?
30124	Is the Creative EP-630 earphone better than the SoundMAGIC ES 18 earphone ?
30125	What are the best questions we can ask our girlfriend ?
30126	What is a good question to ask your girlfriend ?
30127	What are the hardest things about being a dad to a toddler ?
30128	What's the hardest thing about being a dad ?
30129	How can I implement the client side of OAuth in my Android application ?
30130	How can I implement the client side of OAuth in Android ?
30131	I am a TCS employee and I am moving to Kolkata around mid September . Where should I live ?
30132	I am an ex TCS employee . How do I rejoin and whom do I contact ?
30133	What are some great soothing songs ?
30134	What are the best soothing songs ?
30135	What are good songs for a lyric prank on your family ?
30136	What are your favorite song lyrics and why ?
30137	Which is best science fiction movie ?
30138	What are the top science fiction movies ever ?
30139	What will be the first jobs to be replaced by robots in the next 5 years ?
