240000	Is it safe to cook using aluminum foil wrap in direct contact with food ?
240001	Can you put aluminium foil in direct contact with food ?
240002	Should we sell organs ?
240003	Why is selling organs not allowed ?
240004	How can you avoid falling asleep easily ?
240005	`` What's it like working with Sean'' `` Diddy'''' Combs ?''
240006	If you could ask P Diddy one question , what would it be ?
240007	Case study relating to freedom of speech ?
240008	If you roll a fair six-sided die and a four-sided die , what is the probability that neither die shows a 1 ?
240009	What is the most unusual things ?
240010	What is the most unusual thing you've gifted to your parents ?
240011	Why don't you like Lionel Messi ?
240012	Which is more important , MATLAB , c++ or python for industry learning as a bachelors materials undergraduate ?
240013	Where should I go for VAT/CST/TIN registration in Mumbai , India ?
240014	Calculate the mass of sun with seven apples . I know this question is a joke and impossible to answer . What if it's possible , how would it be ?
240015	What would happen if a red giant with 700x the mass of the sun were to start rotating at the speed of light just as it started collapsing ?
240016	What do you think about ISRO working on space shuttle instead of building one like Soyuz when space shuttle is clearly expensive and not safe ?
240017	Need help in getting track list for this new year trip to Goa ?
240018	An iceberg is floating on sea water such that only 10 % of its volume is above the water level . What is the density of the sea water expressed in terms of the density of ice ?
240019	How would edge of the world look like if earth as a spherical body was floating in water (assuming density of earth is lesser than that of water) ?
240020	As a beginner what was your first impression about Quora & What is now ?
240021	Is kissanime down cause I keep gettin a messege when I use to get on it with my PS4 but now it wont come up ?
240022	What is the right relationship between Karna , Surya and Yudishtira ?
240023	If Yama is the son of The Sun God , father of KARNA and Yama is the father of Yudhisthira then doesn't that make Karna Yudhisthira's uncle ?
240024	Do you have a strategy to be rich if I know a way to truly firm the breasts ?
240025	How many divisions does a wave contain on a cro machine ?
240026	What percentile do I need to get in the CAT 2015 to get a call from IIMs ?
240027	Who are the most famous African American veterinarians ? Why are they so famous ?
240028	What are some cultural faux pas in Melbourne ?
240029	How can you draw the Lewis structure for BH3 ?
240030	How do you draw the Lewis Structure ?
240031	Which is the best medical college ?
240032	Which one is the best medical college hostel in india ?
240033	What is the English translation of this Russian phrase : потенциально ожесточенное столкновение ?
240034	What is the English translation of this Russian phrase : `` Вероятность взрывоопасного военного противостояния'' ?
240035	A Rs . 5000 item can be insured for its total value by paying a premium of Rs . N . If the probability of theft in a given year is estimated to be .01 , what premium should the insurance company charge if it wants the expected gain to be equal to Rs . 1000 ?
240036	Is Maharashtra a more developed state than Gujarat ?
240037	Maharashtra or Gujarat : Which state is more developed ?
240038	What was it like to be a punk rocker in Manila in the 80s ?
240039	`` What does'' `` punk rock kid'''' mean ?''
240040	Sometimes I feel that she talks behind my back but we still hang out together ; How do I know if she's still my friend ?
240041	I just found out after 5 years of marriage that my wife never really loved me . We had a daughter together as well , but still she feels nothing towards me . How do I handle this ?
240042	How do I approach a Brahmin girl for sex ?
240043	How should I first approach a girl ?
240044	I feel like I'm being used by my friend , what should be done ?
240045	Merchant navy afer mechatronics engineering ?
240046	How is a flash point similar or different to a boiling point and melting point ?
240047	What is the melting point of ice ?
240048	What are the most common traffic convictions in Arkansas , and how does the severity of the convictions differ in Georgia ?
240049	Why is Netflix's P/E ratio so high ?
240050	What is the average P/E ratio for the S&P 500 ?
240051	What should my first app be ?
240052	What's the first app you sold ?
240053	What public companies were (co -) founded by women ?
240054	If Michael O. Church were to start a company , what would he look for in a co-founder ?
