18000	Can a foreigner exchange 500 and 1000 rupee notes in India ? What's the limit and how ?
18001	If I unfriend someone on Snapchat can I still see saved messages that we saved ?
18002	If I unfriend someone on Snapchat can they still see saved messages that they saved ?
18003	`` Why is World War 2 called'' `` World'''' War 2 if it didn't affect the whole world ?''
18004	What happened to people who didn't fight in World War 2 ?
18005	Are all cricket matches fixed ?
18006	Is it true that ever cricket match is fixed ?
18007	Can I use a Reliance Jio 4G sim in a 3G iphone ?
18008	I'm easily manipulated by others . How do I stop myself from being such a pushover ?
18009	How do I stop being such a pushover ?
18010	What does ` not more than one' means ?
18011	`` What does one mean by'' `` rightly so'''' ?''
18012	Should people over 88 not be allowed to vote ?
18013	What can I do if I know for certain that my phone has been hacked and I'm being monitored ?
18014	My phone has been hacked , what do I do ?
18015	What do you enjoy most/least about your current job and why ?
18016	What do you enjoy least in your current job ?
18017	What is the most efficient way to build a model tower ?
18018	What is the most efficient model tower design ?
18019	Can I give the GATE in my 3rd year of engineering ?
18020	Graduate Aptitude Test in Engineering (GATE) : Is it necessary to do projects in 2nd or 3rd year if someone wants to pursue masters at IITs/IISC ?
18021	What the difference between western culture and Chinese culture ?
18022	Why can't I delete my messages on Snapchat ?
18023	Is it true that Arnab Goswami quit Times Now ? If so , why ?
18024	What is the most bioavailable vitamin D supplement ?
18025	Most bioavailable supplements ?
18026	How do you cancel your Progressive insurance policy ?
18027	What are some ways of cancelling a Progressive insurance policy online ?
18028	How do you make biscuits out of a pancake mix ?
18029	How do you make crepes with pancake mix ?
18030	What is the latest fad among the youth of Colombia ?
18031	What is the latest fad among the youth of Pakistan ?
18032	What are examples of non living organisms ?
18033	What are some common examples of living and non-living organisms ?
18034	How fast can humans swim ?
18035	How fast can a human run ?
18036	If it were possible , how would the space elevator work ?
18037	How does a space elevator work ?
18038	Are there any countries with borders that have basically not changed in history ?
18039	Which present present-day country has gone the longest without a change in its borders ?
18040	How is this online course on digital marketing ?
18041	What are the positive effects and negative effects of the Columbian Exchange ? Why is it important ?
18042	Does Ubud still have the traditional Balinese charm or has it become too touristy ?
18043	Why didn't Harry become an Obscurial ?
18044	What is the silliest question on Quora ?
18045	Where are metalloids on the periodic table ?
18046	What are the metalloids in periodic table ?
18047	What's the longest amount of time you walked ?
18048	What is the longest amount of time anyone has ever slept ?
18049	Should I update MIUI 7 to MIUI 8 ?
18050	Should I update my Redmi 3s from MIUI 7 to MIUI 8 ?
18051	How can I find a movie script ?
18052	How can I sell a movie script ?
18053	What do you think of the late great Abraham Lincoln ?
18054	What do you think of Abraham Lincoln ?
18055	Did India ever qualify for FIFA World Cup ?
18056	What should India do to qualify for the FIFA World Cup ?
18057	Did Raghuram Rajan know about the demonetization scheme of Narendra Modi ?
18058	Was Raghuram Rajan aware of the Demonetization ?
18059	What are some good tailors for men's suits in New Delhi ?
18060	Where in Delhi can I buy high-quality fabric (preferably Italian) for men's shirts and suits ? What will the price range be for the fabric per shirt and per suit ?
18061	What's the best way to shop for clothes online ?
18062	How do I shop for clothes online ?
18063	How can I stop giving a fuck about anything ?
18064	How do I stop giving a fuck about what others think of me ?
18065	How can I hack my spouse whatsapp account ?
18066	How can I hack someones whatsapp account ?
18067	What are the chances of a massive earthquake happening in California in the next year ?
18068	Do CBSE students suffer in class 12 ? ... they get 90 % in class 10 and 50 % in boards ?
18069	How can learn English ?
18070	How can I hack WiFi using a command prompt in windows 7 ?
18071	How do can I hack a WiFi password using CMD in Windows 8.1 ?
18072	The chance of two people having the same fingerprints is one in how many billion ?
18073	Isn't there even a single possible chance of two random people having same fingerprints ?
18074	What will be a good graphic novel to read if trying for first time ?
18075	Does Apple support Windows office ?
18076	Which is the best service LG TV service center in Hyderabad ?
18077	How can we find an LG TV service center in Hyderabad ?
18078	Were you surprised that Trump won and why ?
18079	How surprised are you that Trump won ?
18080	How do I create an interactive website without coding and programming (skills) ?
18081	What is the best way to create a website without coding ?
18082	Which American Presidents have never released their birth certificate ?
18083	What would happen if we never had a US president ?
18084	Is it unethical to eat meat ?
18085	What is wrong with eating meat ?
18086	What's it like to have a job you don't like ?
18087	What's it like to have a job ?
18088	What are your top 5 movies for 2016 ?
18089	Where can I get affordable DJ for School Formals in Sydney ?
18090	How do I sex during periods ?
